gene_id	gene_name	transcript_size
ENSG00000162377.5	COA7	4005
ENSG00000162378.12	ZYG11B	8093
ENSG00000203995.9	ZYG11A	4469
ENSG00000121310.16	ECHDC2	5817
ENSG00000116171.16	SCP2	5204
ENSG00000279054.1	AL445183.1	48
ENSG00000174348.13	PODN	3287
ENSG00000162383.11	SLC1A7	3378
ENSG00000157184.5	CPT2	3094
ENSG00000162384.13	C1orf123	1912
ENSG00000162385.10	MAGOH	756
ENSG00000157193.14	LRP8	7648
ENSG00000143006.7	DMRTB1	1910
ENSG00000174332.5	GLIS1	2812
ENSG00000058804.11	NDC1	5134
ENSG00000058799.13	YIPF1	1851
ENSG00000211452.10	DIO1	1861
ENSG00000081870.11	HSPB11	915
ENSG00000116212.14	LRRC42	2037
ENSG00000203985.10	LDLRAD1	2246
ENSG00000116209.11	TMEM59	6691
ENSG00000116205.10	TCEANC2	10436
ENSG00000157211.10	CDCP2	2723
ENSG00000256407.1	RP11-446E24.4	2382
ENSG00000215883.9	CYB5RL	5643
ENSG00000116221.15	MRPL37	1582
ENSG00000157216.15	SSBP3	3168
ENSG00000162390.17	ACOT11	6369
ENSG00000162391.11	FAM151A	2005
ENSG00000184313.19	MROH7	4542
ENSG00000271723.5	MROH7-TTC4	6090
ENSG00000243725.6	TTC4	2395
ENSG00000162396.5	PARS2	2347
ENSG00000006555.10	TTC22	3345
ENSG00000162398.11	LEXM	1777
ENSG00000116133.11	DHCR24	4250
ENSG00000143001.4	TMEM61	1097
ENSG00000162399.6	BSND	3472
ENSG00000169174.10	PCSK9	3891
ENSG00000162402.13	USP24	10549
ENSG00000162407.8	PLPP3	3292
ENSG00000162409.10	PRKAA2	9347
ENSG00000187889.12	C1orf168	3135
ENSG00000157131.10	C8A	2356
ENSG00000021852.12	C8B	2382
ENSG00000173406.15	DAB1	5298
ENSG00000162600.11	OMA1	2105
ENSG00000184292.6	TACSTD2	2351
ENSG00000162601.9	MYSM1	7793
ENSG00000177606.6	JUN	3540
ENSG00000172456.17	FGGY	5360
ENSG00000134709.10	HOOK1	5857
ENSG00000134716.9	CYP2J2	2549
ENSG00000162598.13	C1orf87	3012
ENSG00000162599.15	NFIA	9487
ENSG00000162604.12	TM2D1	3218
ENSG00000132849.19	INADL	8505
ENSG00000240563.1	L1TD1	3849
ENSG00000132854.18	KANK4	4665
ENSG00000162607.12	USP1	3996
ENSG00000116641.16	DOCK7	7084
ENSG00000132855.4	ANGPTL3	2805
ENSG00000125703.14	ATG4C	2938
ENSG00000187140.5	FOXD3	2086
ENSG00000088035.15	ALG6	3371
ENSG00000142856.16	ITGB3BP	1285
ENSG00000203965.12	EFCAB7	3795
ENSG00000079739.15	PGM1	2657
ENSG00000185483.11	ROR1	5832
ENSG00000177414.13	UBE2U	1550
ENSG00000158966.13	CACHD1	5547
ENSG00000162437.14	RAVER2	4398
ENSG00000162434.11	JAK1	5047
ENSG00000162433.14	AK4	6998
ENSG00000116675.15	DNAJC6	5916
ENSG00000213625.8	LEPROT	4625
ENSG00000116678.18	LEPR	8227
ENSG00000184588.17	PDE4B	4546
ENSG00000118473.21	SGIP1	7768
ENSG00000152760.9	TCTEX1D1	2001
ENSG00000172410.4	INSL5	715
ENSG00000152763.16	WDR78	4206
ENSG00000198160.14	MIER1	4978
ENSG00000116704.7	SLC35D1	6162
ENSG00000203963.11	C1orf141	4304
ENSG00000162594.14	IL23R	2912
ENSG00000081985.10	IL12RB2	4040
ENSG00000142864.14	SERBP1	6676
ENSG00000116717.11	GADD45A	1496
ENSG00000172380.5	GNG12	4404
ENSG00000162595.4	DIRAS3	1973
ENSG00000116729.13	WLS	2748
ENSG00000116745.6	RPE65	2610
ENSG00000024526.16	DEPDC1	5331
ENSG00000033122.18	LRRC7	6507
ENSG00000066557.5	LRRC40	2884
ENSG00000116754.13	SRSF11	4008
ENSG00000118454.12	ANKRD13C	4069
ENSG00000197568.13	HHLA3	898
ENSG00000279230.1	AL158839.1	57
ENSG00000116761.11	CTH	2044
ENSG00000050628.20	PTGER3	6982
ENSG00000132485.12	ZRANB2	3677
ENSG00000172260.13	NEGR1	12811
ENSG00000162620.15	LRRIQ3	4524
ENSG00000254685.6	FPGT	3254
ENSG00000259030.6	FPGT-TNNI3K	7566
ENSG00000116783.14	TNNI3K	3001
ENSG00000162621.6	LRRC53	3859
ENSG00000178965.13	ERICH3	7159
ENSG00000116791.13	CRYZ	2899
ENSG00000162623.15	TYW3	3430
ENSG00000162624.14	LHX8	2373
ENSG00000137968.16	SLC44A5	4406
ENSG00000117054.13	ACADM	2619
ENSG00000137955.15	RABGGTB	3863
ENSG00000057468.6	MSH4	3266
ENSG00000154007.6	ASB17	1107
ENSG00000184005.10	ST6GALNAC3	6861
ENSG00000117069.14	ST6GALNAC5	3751
ENSG00000142892.14	PIGK	4596
ENSG00000154027.18	AK5	3929
ENSG00000036549.12	ZZZ3	4737
ENSG00000077254.14	USP33	4502
ENSG00000180488.14	FAM73A	6409
ENSG00000162614.18	NEXN	3195
ENSG00000162613.16	FUBP1	2524
ENSG00000162616.8	DNAJB4	2988
ENSG00000137960.5	GIPC2	3847
ENSG00000122420.9	PTGFR	4450
ENSG00000137959.15	IFI44L	5874
ENSG00000137965.10	IFI44	1687
ENSG00000162618.12	ADGRL4	3527
ENSG00000117114.19	ADGRL2	6302
ENSG00000137941.16	TTLL7	8452
ENSG00000142875.19	PRKACB	4513
ENSG00000203943.8	SAMD13	1567
ENSG00000137976.7	DNASE2B	1269
ENSG00000117133.10	RPF1	1385
ENSG00000174021.10	GNG5	920
ENSG00000117151.12	CTBS	6600
ENSG00000117155.16	SSX2IP	5843
ENSG00000171517.5	LPAR3	3345
ENSG00000153898.12	MCOLN2	2871
ENSG00000162643.12	WDR63	3477
ENSG00000055732.12	MCOLN3	2953
ENSG00000097096.8	SYDE2	5512
ENSG00000162642.13	C1orf52	3391
ENSG00000142867.12	BCL10	2819
ENSG00000153904.18	DDAH1	4017
ENSG00000142871.15	CYR61	2290
ENSG00000117174.10	ZNHIT6	6080
ENSG00000171502.14	COL24A1	6825
ENSG00000122417.15	ODF2L	7560
ENSG00000137975.7	CLCA2	4025
ENSG00000016490.15	CLCA1	3310
ENSG00000016602.9	CLCA4	3211
ENSG00000097033.14	SH3GLB1	6456
ENSG00000183291.15	SEP15	1835
ENSG00000153936.16	HS2ST1	6736
ENSG00000267561.2	RP5-1052I5.2	2013
ENSG00000143013.12	LMO4	5405
ENSG00000065243.18	PKN2	6121
ENSG00000137947.11	GTF2B	1351
ENSG00000137944.16	CCBL2	2070
ENSG00000213516.9	RBMXL1	5084
ENSG00000117226.11	GBP3	3678
ENSG00000117228.9	GBP1	3035
ENSG00000162645.12	GBP2	3687
ENSG00000213512.1	GBP7	2454
ENSG00000162654.8	GBP4	6127
ENSG00000154451.14	GBP5	4699
ENSG00000183347.14	GBP6	2987
ENSG00000197147.12	LRRC8B	7593
ENSG00000171488.14	LRRC8C	7218
ENSG00000271949.1	RP11-302M6.4	654
ENSG00000171492.14	LRRC8D	3950
ENSG00000162664.16	ZNF326	9433
ENSG00000143032.7	BARHL2	1979
ENSG00000122482.20	ZNF644	5763
ENSG00000162669.15	HFM1	4931
ENSG00000097046.12	CDC7	3313
ENSG00000069702.10	TGFBR3	6465
ENSG00000137948.18	BRDT	3696
ENSG00000172031.6	EPHX4	1437
ENSG00000230667.5	SETSIP	909
ENSG00000189195.9	BTBD8	1616
ENSG00000069712.10	KIAA1107	4556
ENSG00000203910.8	C1orf146	871
ENSG00000174842.16	GLMN	1995
ENSG00000122484.8	RPAP2	16993
ENSG00000162676.11	GFI1	2855
ENSG00000067208.14	EVI5	7436
ENSG00000122406.12	RPL5	1210
ENSG00000154511.11	FAM69A	2646
ENSG00000143033.17	MTF2	4125
ENSG00000117500.12	TMED5	6104
ENSG00000122483.17	CCDC18	4867
ENSG00000117505.12	DR1	10148
ENSG00000137942.16	FNBP1L	5341
ENSG00000137936.16	BCAR3	3217
ENSG00000067334.13	DNTTIP2	5897
ENSG00000023909.9	GCLM	4857
ENSG00000198691.11	ABCA4	7309
ENSG00000137962.12	ARHGAP29	8480
ENSG00000117528.11	ABCD3	4367
ENSG00000117525.13	F3	2287
ENSG00000143036.16	SLC44A3	2388
ENSG00000117519.15	CNN3	2165
ENSG00000172339.9	ALG14	9367
ENSG00000152078.9	TMEM56	6822
ENSG00000271092.5	TMEM56-RWDD3	1491
ENSG00000122481.16	RWDD3	1294
ENSG00000117569.18	PTBP2	12014
ENSG00000188641.12	DPYD	4412
ENSG00000162627.16	SNX7	1734
ENSG00000117598.11	PLPPR5	4139
ENSG00000117600.12	PLPPR4	5369
ENSG00000099260.10	PALMD	5294
ENSG00000156869.12	FRRS1	2678
ENSG00000162688.15	AGL	7446
ENSG00000117620.12	SLC35A3	5703
ENSG00000156875.13	HIAT1	2777
ENSG00000156876.9	SASS6	3972
ENSG00000122435.9	TRMT13	3129
ENSG00000122477.12	LRRC39	1951
ENSG00000137992.14	DBT	10799
ENSG00000137996.12	RTCA	2535
ENSG00000079335.18	CDC14A	4137
ENSG00000181656.6	GPR88	3491
ENSG00000162692.10	VCAM1	3865
ENSG00000162694.13	EXTL2	3985
ENSG00000162695.11	SLC30A7	7898
ENSG00000117543.19	DPH5	2159
ENSG00000170989.8	S1PR1	2909
ENSG00000118733.16	OLFM3	3255
ENSG00000060718.19	COL11A1	7327
ENSG00000185946.15	RNPC3	3658
ENSG00000240038.6	AMY2B	4716
ENSG00000243480.7	AMY2A	1862
ENSG00000237763.9	AMY1A	1790
ENSG00000174876.16	AMY1B	1862
ENSG00000187733.6	AMY1C	1632
ENSG00000198890.7	PRMT6	2616
ENSG00000162631.18	NTNG1	4703
ENSG00000134215.15	VAV3	4990
ENSG00000085491.15	SLC25A24	4271
ENSG00000196427.13	NBPF4	2485
ENSG00000186086.16	NBPF6	2499
ENSG00000162636.15	FAM102B	8333
ENSG00000162639.15	HENMT1	1874
ENSG00000134186.11	PRPF38B	3728
ENSG00000143107.8	FNDC7	3332
ENSG00000116266.10	STXBP3	2536
ENSG00000162641.18	AKNAD1	3053
ENSG00000274068.1	RP11-475E11.9	557
ENSG00000121957.12	GPSM2	7433
ENSG00000121940.15	CLCC1	4803
ENSG00000085433.15	WDR47	4240
ENSG00000197780.9	TAF13	1076
ENSG00000215717.5	TMEM167B	3730
ENSG00000179902.12	C1orf194	956
ENSG00000116299.16	KIAA1324	5968
ENSG00000031698.12	SARS	1882
ENSG00000143126.7	CELSR2	10534
ENSG00000134222.16	PSRC1	1870
ENSG00000221986.6	MYBPHL	1372
ENSG00000134243.11	SORT1	7028
ENSG00000143106.12	PSMA5	3729
ENSG00000143028.8	SYPL2	3624
ENSG00000162650.15	ATXN7L2	4375
ENSG00000174151.14	CYB561D1	5077
ENSG00000181754.6	AMIGO1	5088
ENSG00000156097.12	GPR61	4921
ENSG00000065135.8	GNAI3	27174
ENSG00000134183.11	GNAT2	1339
ENSG00000116337.15	AMPD2	3899
ENSG00000168765.15	GSTM4	3990
ENSG00000213366.12	GSTM2	4321
ENSG00000134184.12	GSTM1	1161
ENSG00000134201.10	GSTM5	4370
ENSG00000134202.10	GSTM3	4046
ENSG00000198758.10	EPS8L3	2325
ENSG00000184371.13	CSF1	4210
ENSG00000168710.17	AHCYL1	4313
ENSG00000143093.14	STRIP1	4870
ENSG00000156150.6	ALX3	1859
ENSG00000186150.4	UBL4B	1478
ENSG00000197106.6	SLC6A17	6427
ENSG00000116396.13	KCNC4	18750
ENSG00000162775.14	RBM15	4244
ENSG00000168679.17	SLC16A4	2632
ENSG00000134248.13	LAMTOR5	1830
ENSG00000143125.5	PROK1	1338
ENSG00000143105.6	KCNA10	1588
ENSG00000177301.13	KCNA2	11877
ENSG00000177272.8	KCNA3	2569
ENSG00000143119.12	CD53	1505
ENSG00000121931.15	LRIF1	3475
ENSG00000156171.14	DRAM2	2246
ENSG00000134255.13	CEPT1	5300
ENSG00000162777.16	DENND2D	3207
ENSG00000064886.13	CHI3L2	2169
ENSG00000134216.18	CHIA	4250
ENSG00000173947.13	PIFO	3774
ENSG00000085465.12	OVGP1	2243
ENSG00000116455.13	WDR77	2576
ENSG00000116459.10	ATP5F1	3156
ENSG00000143110.11	C1orf162	2308
ENSG00000121933.17	TMIGD3	1517
ENSG00000282608.1	ADORA3	1884
ENSG00000116473.14	RAP1A	5024
ENSG00000197852.9	FAM212B	5980
ENSG00000064703.11	DDX20	4332
ENSG00000171385.9	KCND3	7396
ENSG00000143079.14	CTTNBP2NL	5897
ENSG00000134245.17	WNT2B	10879
ENSG00000007341.18	ST7L	4528
ENSG00000116489.12	CAPZA1	3020
ENSG00000155363.18	MOV10	4689
ENSG00000155366.16	RHOC	2199
ENSG00000271810.5	RP11-426L16.10	813
ENSG00000155367.15	PPM1J	2474
ENSG00000184599.13	FAM19A3	1282
ENSG00000155380.11	SLC16A1	4374
ENSG00000198799.11	LRIG2	11555
ENSG00000081026.18	MAGI3	6508
ENSG00000116793.15	PHTF1	4314
ENSG00000081019.13	RSBN1	6621
ENSG00000134242.15	PTPN22	3654
ENSG00000188761.11	BCL2L15	4041
ENSG00000134262.12	AP4B1	2818
ENSG00000118655.4	DCLRE1B	3940
ENSG00000163349.21	HIPK1	8157
ENSG00000116774.11	OLFML3	2063
ENSG00000134207.14	SYT6	4424
ENSG00000197323.10	TRIM33	8339
ENSG00000116752.5	BCAS2	1299
ENSG00000175984.14	DENND2C	6163
ENSG00000116748.19	AMPD1	2392
ENSG00000213281.4	NRAS	4449
ENSG00000009307.15	CSDE1	4312
ENSG00000052723.11	SIKE1	5506
ENSG00000198765.11	SYCP1	3522
ENSG00000134200.3	TSHB	537
ENSG00000134198.9	TSPAN2	3177
ENSG00000134259.3	NGF	1047
ENSG00000173218.14	VANGL1	8691
ENSG00000118729.11	CASQ2	2674
ENSG00000177551.5	NHLH2	7226
ENSG00000163393.12	SLC22A15	4720
ENSG00000173212.4	MAB21L3	3229
ENSG00000163399.15	ATP1A1	3763
ENSG00000116815.15	CD58	1328
ENSG00000143061.17	IGSF3	7326
ENSG00000116824.4	CD2	1609
ENSG00000134247.9	PTGFRN	6178
ENSG00000134256.12	CD101	3324
ENSG00000116830.11	TTF2	9462
ENSG00000134253.9	TRIM45	3515
ENSG00000134258.16	VTCN1	2719
ENSG00000198162.12	MAN1A2	8576
ENSG00000183508.4	FAM46C	5751
ENSG00000196505.10	GDAP2	8828
ENSG00000065183.15	WDR3	9974
ENSG00000155761.13	SPAG17	6924
ENSG00000092607.13	TBX15	3504
ENSG00000116874.11	WARS2	2811
ENSG00000116882.14	HAO2	1696
ENSG00000203859.9	HSD3B2	1783
ENSG00000203857.9	HSD3B1	1676
ENSG00000143067.4	ZNF697	5041
ENSG00000092621.11	PHGDH	3180
ENSG00000134240.11	HMGCS2	2428
ENSG00000134193.14	REG4	2327
ENSG00000134249.6	ADAM30	2963
ENSG00000134250.17	NOTCH2	11389
ENSG00000265808.3	SEC22B	6922
ENSG00000278882.1	AC253572.1	1133
ENSG00000273136.5	NBPF26	3671
ENSG00000263353.3	PPIAL4A	660
ENSG00000281741.1	AC241377.2	1088
ENSG00000198019.12	FCGR1B	1584
ENSG00000188610.12	FAM72B	2396
ENSG00000171943.11	SRGAP2C	7204
ENSG00000203818.7	HIST2H3PS2	411
ENSG00000263513.5	FAM72C	2297
ENSG00000271567.1	PPIAL4E	785
ENSG00000266338.6	NBPF15	4707
ENSG00000279782.1	PPIAL4F	660
ENSG00000196369.10	SRGAP2B	7120
ENSG00000215784.5	FAM72D	2397
ENSG00000281571.1	AC241585.2	1088
ENSG00000256374.2	PPIAL4D	495
ENSG00000162825.16	NBPF20	18760
ENSG00000117262.18	GPR89A	2699
ENSG00000174827.13	PDZK1	2230
ENSG00000117281.15	CD160	3388
ENSG00000265491.4	RNF115	9117
ENSG00000186141.8	POLR3C	1851
ENSG00000186364.11	NUDT17	1473
ENSG00000131788.15	PIAS3	2901
ENSG00000198483.12	ANKRD35	3342
ENSG00000143127.12	ITGA10	5269
ENSG00000131779.10	PEX11B	1740
ENSG00000265241.6	RBM8A	4961
ENSG00000280778.1	CH17-270A2.2	935
ENSG00000271601.3	LIX1L	3975
ENSG00000272031.2	ANKRD34A	3613
ENSG00000121851.12	POLR3GL	1600
ENSG00000265972.5	TXNIP	2926
ENSG00000168509.18	HFE2	2234
ENSG00000271425.6	NBPF10	13042
ENSG00000213240.8	RP11-458D21.5	3411
ENSG00000264343.5	NOTCH2NL	5042
ENSG00000270339.2	AC243756.1	785
ENSG00000268043.7	NBPF12	7061
ENSG00000131791.7	PRKAB2	5417
ENSG00000131781.12	FMO5	2632
ENSG00000131778.17	CHD1L	2967
ENSG00000116128.9	BCL9	6278
ENSG00000162836.11	ACP6	6923
ENSG00000265107.2	GJA5	3183
ENSG00000121634.5	GJA8	1302
ENSG00000188092.14	GPR89B	2701
ENSG00000263956.5	NBPF11	5494
ENSG00000280649.1	AC245100.1	1058
ENSG00000236334.2	PPIAL4G	3856
ENSG00000270629.5	NBPF14	10779
ENSG00000178104.19	PDE4DIP	8824
ENSG00000269713.7	NBPF9	5835
ENSG00000271383.6	NBPF19	14425
ENSG00000263464.2	PPIAL4C	600
ENSG00000272058.2	FAM231D	3394
ENSG00000150337.13	FCGR1A	2180
ENSG00000203814.6	HIST2H2BF	1954
ENSG00000183598.3	HIST2H3D	411
ENSG00000270882.2	HIST2H4A	1547
ENSG00000203811.1	HIST2H3C	1656
ENSG00000203812.2	HIST2H2AA3	549
ENSG00000184678.9	HIST2H2BE	2194
ENSG00000272196.2	HIST2H2AA4	564
ENSG00000203852.3	HIST2H3A	1656
ENSG00000270276.2	HIST2H4B	1694
ENSG00000184260.5	HIST2H2AC	390
ENSG00000184270.4	HIST2H2AB	393
ENSG00000178096.8	BOLA1	1096
ENSG00000159164.9	SV2A	4416
ENSG00000143368.9	SF3B4	2085
ENSG00000014914.19	MTMR11	3332
ENSG00000264522.5	OTUD7B	8872
ENSG00000136631.12	VPS45	2790
ENSG00000023902.13	PLEKHO1	3741
ENSG00000143401.14	ANP32E	3451
ENSG00000118298.10	CA14	2403
ENSG00000117362.12	APH1A	2353
ENSG00000118292.8	C1orf54	1251
ENSG00000159208.15	CIART	1803
ENSG00000266472.5	MRPS21	1462
ENSG00000278939.1	AC242988.1	75
ENSG00000117360.12	PRPF3	2595
ENSG00000163125.15	RPRD2	7605
ENSG00000143374.14	TARS2	2729
ENSG00000143369.14	ECM1	3066
ENSG00000143382.13	ADAMTSL4	4319
ENSG00000143384.12	MCL1	3932
ENSG00000143420.17	ENSA	2818
ENSG00000143457.10	GOLPH3L	2999
ENSG00000143452.15	HORMAD1	1794
ENSG00000163131.10	CTSS	4107
ENSG00000143387.12	CTSK	1692
ENSG00000143437.20	ARNT	4887
ENSG00000143379.12	SETDB1	4437
ENSG00000143418.19	CERS2	2544
ENSG00000143412.9	ANXA9	1826
ENSG00000143409.15	FAM63A	2817
ENSG00000143363.15	PRUNE	2997
ENSG00000163141.18	BNIPL	2336
ENSG00000143443.9	C1orf56	2096
ENSG00000197622.12	CDC42SE1	3498
ENSG00000213190.3	MLLT11	4075
ENSG00000143458.11	GABPB2	8964
ENSG00000143434.15	SEMA6C	5262
ENSG00000163154.5	TNFAIP8L2	1178
ENSG00000163156.11	SCNM1	2016
ENSG00000163155.11	LYSMD1	2479
ENSG00000163157.14	TMOD4	1267
ENSG00000163159.11	VPS72	4267
ENSG00000143398.19	PIP5K1A	3767
ENSG00000159352.15	PSMD4	1350
ENSG00000143373.17	ZNF687	5378
ENSG00000143393.16	PI4KB	3983
ENSG00000143390.17	RFX5	3576
ENSG00000143416.20	SELENBP1	2840
ENSG00000159377.10	PSMB4	2067
ENSG00000143442.21	POGZ	6626
ENSG00000143375.14	CGN	5091
ENSG00000143367.15	TUFT1	3111
ENSG00000143376.12	SNX27	7197
ENSG00000159409.14	CELF3	3246
ENSG00000178796.12	RIIAD1	1772
ENSG00000143436.10	MRPL9	1296
ENSG00000143450.15	OAZ3	3789
ENSG00000182134.15	TDRKH	3093
ENSG00000213171.2	LINGO4	3379
ENSG00000143365.16	RORC	4141
ENSG00000225556.1	C2CD4D	1757
ENSG00000196407.11	THEM5	984
ENSG00000159445.12	THEM4	2406
ENSG00000197747.8	S100A10	1202
ENSG00000163191.5	S100A11	594
ENSG00000182898.3	TCHHL1	3603
ENSG00000159450.12	TCHH	6995
ENSG00000215853.3	RPTN	3569
ENSG00000197915.5	HRNR	9623
ENSG00000143631.10	FLG	12747
ENSG00000143520.6	FLG2	9124
ENSG00000143536.7	CRNN	1902
ENSG00000186207.4	LCE5A	819
ENSG00000244057.3	LCE3C	425
ENSG00000279850.1	AL135842.1	93
ENSG00000169509.5	CRCT1	700
ENSG00000185966.3	LCE3E	611
ENSG00000163202.4	LCE3D	613
ENSG00000187238.5	LCE3B	288
ENSG00000185962.1	LCE3A	270
ENSG00000187223.3	LCE2D	609
ENSG00000187180.3	LCE2C	614
ENSG00000159455.8	LCE2B	612
ENSG00000187173.3	LCE2A	592
ENSG00000187170.4	LCE4A	672
ENSG00000198854.5	C1orf68	949
ENSG00000203786.6	KPRP	2492
ENSG00000240386.3	LCE1F	357
ENSG00000186226.8	LCE1E	1180
ENSG00000172155.9	LCE1D	430
ENSG00000197084.5	LCE1C	644
ENSG00000196734.8	LCE1B	1139
ENSG00000186844.5	LCE1A	422
ENSG00000235942.2	LCE6A	628
ENSG00000163206.5	SMCP	775
ENSG00000163207.6	IVL	2153
ENSG00000184148.3	SPRR4	733
ENSG00000169474.4	SPRR1A	270
ENSG00000163209.14	SPRR3	985
ENSG00000169469.8	SPRR1B	620
ENSG00000163216.6	SPRR2D	800
ENSG00000241794.1	SPRR2A	709
ENSG00000196805.7	SPRR2B	617
ENSG00000203785.8	SPRR2E	692
ENSG00000244094.1	SPRR2F	681
ENSG00000159516.8	SPRR2G	568
ENSG00000203784.2	LELP1	523
ENSG00000203783.4	PRR9	1229
ENSG00000203782.5	LOR	1230
ENSG00000159527.3	PGLYRP3	1173
ENSG00000163218.14	PGLYRP4	2116
ENSG00000163220.10	S100A9	577
ENSG00000163221.8	S100A12	518
ENSG00000143546.9	S100A8	717
ENSG00000184330.11	S100A7A	4279
ENSG00000197364.6	S100A7L2	339
ENSG00000143556.8	S100A7	479
ENSG00000197956.9	S100A6	673
ENSG00000196420.7	S100A5	710
ENSG00000196154.11	S100A4	755
ENSG00000188015.9	S100A3	856
ENSG00000196754.10	S100A2	998
ENSG00000188643.10	S100A16	1146
ENSG00000189334.8	S100A14	1218
ENSG00000189171.14	S100A13	2184
ENSG00000160678.11	S100A1	2621
ENSG00000160679.12	CHTOP	2553
ENSG00000143553.10	SNAPIN	1205
ENSG00000143621.16	ILF2	1906
ENSG00000169418.9	NPR1	4236
ENSG00000143624.13	INTS3	5741
ENSG00000279767.1	AL513523.2	1186
ENSG00000143554.13	SLC27A3	4504
ENSG00000143614.8	GATAD2B	7478
ENSG00000198837.9	DENND4B	5706
ENSG00000160741.16	CRTC2	2644
ENSG00000143570.17	SLC39A1	2723
ENSG00000143578.15	CREB3L4	1752
ENSG00000143543.14	JTB	1287
ENSG00000143545.8	RAB13	2123
ENSG00000177954.11	RPS27	625
ENSG00000143552.9	NUP210L	5889
ENSG00000143549.19	TPM3	4041
ENSG00000163263.6	C1orf189	387
ENSG00000143612.18	C1orf43	1708
ENSG00000143569.18	UBAP2L	3997
ENSG00000143575.14	HAX1	1284
ENSG00000143595.12	AQP10	2262
ENSG00000143515.16	ATP8B2	5861
ENSG00000160712.12	IL6R	5914
ENSG00000169291.9	SHE	6855
ENSG00000163239.12	TDRD10	2331
ENSG00000160714.9	UBE2Q1	3210
ENSG00000160716.4	CHRNB2	5867
ENSG00000160710.15	ADAR	6625
ENSG00000143603.18	KCNN3	13057
ENSG00000163344.5	PMVK	1280
ENSG00000163346.16	PBXIP1	3212
ENSG00000163348.3	PYGO2	3146
ENSG00000160691.18	SHC1	3481
ENSG00000173207.12	CKS1B	1166
ENSG00000160688.18	FLAD1	2656
ENSG00000163352.5	LENEP	649
ENSG00000160685.13	ZBTB7B	4017
ENSG00000163354.14	DCST2	2494
ENSG00000163357.10	DCST1	2279
ENSG00000143537.13	ADAM15	4508
ENSG00000243364.7	EFNA4	1263
ENSG00000251246.1	RP11-540D14.8	1042
ENSG00000143590.13	EFNA3	1782
ENSG00000169242.11	EFNA1	1926
ENSG00000169241.17	SLC50A1	1300
ENSG00000179085.7	DPM3	517
ENSG00000163463.11	KRTCAP2	3264
ENSG00000273088.1	RP11-201K10.3	753
ENSG00000163462.17	TRIM46	3318
ENSG00000185499.16	MUC1	4170
ENSG00000279986.1	AC234582.2	303
ENSG00000279487.1	AC234582.1	303
ENSG00000169231.13	THBS3	3200
ENSG00000173171.14	MTX1	2579
ENSG00000177628.15	GBA	2387
ENSG00000160767.20	FAM189B	3082
ENSG00000116521.10	SCAMP3	1537
ENSG00000176444.18	CLK2	2702
ENSG00000143630.9	HCN3	3718
ENSG00000143627.17	PKLR	2479
ENSG00000160752.14	FDPS	2017
ENSG00000160753.15	RUSC1	3403
ENSG00000116539.10	ASH1L	11942
ENSG00000125459.14	MSTO1	2490
ENSG00000163374.19	YY1AP1	3073
ENSG00000132676.15	DAP3	2089
ENSG00000116580.18	GON4L	7823
ENSG00000132718.8	SYT11	5240
ENSG00000143622.10	RIT1	3445
ENSG00000132680.10	KIAA0907	4499
ENSG00000173080.5	RXFP4	1240
ENSG00000116584.17	ARHGEF2	4438
ENSG00000163479.13	SSR2	5166
ENSG00000160803.7	UBQLN4	3576
ENSG00000116586.11	LAMTOR2	868
ENSG00000132698.13	RAB25	1110
ENSG00000254726.2	MEX3A	6124
ENSG00000160789.19	LMNA	3190
ENSG00000196189.12	SEMA4A	3300
ENSG00000160785.13	SLC25A44	6952
ENSG00000260238.6	PMF1-BGLAP	1007
ENSG00000160783.19	PMF1	1275
ENSG00000242252.1	BGLAP	931
ENSG00000160781.15	PAQR6	2143
ENSG00000198952.8	SMG5	4559
ENSG00000163472.18	TMEM79	2442
ENSG00000198715.11	GLMP	1851
ENSG00000189030.9	VHLL	676
ENSG00000163468.14	CCT3	2150
ENSG00000163467.11	TSACC	751
ENSG00000132677.12	RHBG	2424
ENSG00000125462.16	C1orf61	4774
ENSG00000116604.17	MEF2D	5965
ENSG00000183856.10	IQGAP3	5988
ENSG00000187862.11	TTC24	2005
ENSG00000163382.11	APOA1BP	1125
ENSG00000160818.16	GPATCH4	2464
ENSG00000280316.1	AL365181.2	2094
ENSG00000132702.12	HAPLN2	1771
ENSG00000132692.18	BCAN	3466
ENSG00000132688.10	NES	5558
ENSG00000143320.8	CRABP2	1033
ENSG00000143319.16	ISG20L2	3303
ENSG00000143303.11	RRNAD1	2254
ENSG00000143314.12	MRPL24	990
ENSG00000143321.18	HDGF	2380
ENSG00000143294.14	PRCC	2105
ENSG00000027869.11	SH2D2A	1673
ENSG00000198400.11	NTRK1	3052
ENSG00000027644.4	INSRR	5101
ENSG00000187800.13	PEAR1	4970
ENSG00000160838.13	LRRC71	1959
ENSG00000132694.18	ARHGEF11	6889
ENSG00000253831.1	ETV3L	1976
ENSG00000117036.11	ETV3	5254
ENSG00000143297.18	FCRL5	5390
ENSG00000163518.10	FCRL4	3459
ENSG00000160856.20	FCRL3	4725
ENSG00000132704.15	FCRL2	4448
ENSG00000163534.14	FCRL1	2954
ENSG00000073754.5	CD5L	2191
ENSG00000183853.17	KIRREL	7519
ENSG00000158473.6	CD1D	2253
ENSG00000158477.6	CD1A	2096
ENSG00000158481.12	CD1C	1435
ENSG00000158485.10	CD1B	1395
ENSG00000158488.15	CD1E	1820
ENSG00000186306.1	OR10T2	945
